Title,Date
"The League: Season 3: Thanksgiving","7/5/15"
"The League: Season 3: Carmenjello","7/5/15"
"The League: Season 3: Yobogoya!","7/4/15"
"The League: Season 3: Bobbum Man","7/4/15"
"The League: Season 3: Ol' Smoke Crotch","7/1/15"
"The League: Season 3: The Au Pair","6/28/15"
"The League: Season 3: The Sukkah","6/28/15"
"The League: Season 3: The Lockout","6/27/15"
"Orange Is the New Black: Season 3: A Tittin' and a Hairin'","6/25/15"
"Orange Is the New Black: Season 3: Where My Dreidel At","6/24/15"
"Orange Is the New Black: Season 3: Fear, and Other Smells","6/24/15"
"Orange Is the New Black: Season 3: Tongue-Tied","6/24/15"
"Nightcrawler","6/24/15"
"Orange Is the New Black: Season 3: Ching Chong Chang","6/23/15"
"Orange Is the New Black: Season 3: Fake It Till You Fake It Some More","6/21/15"
"The Culture High","6/21/15"
"Orange Is the New Black: Season 3: Finger in the Dyke","6/20/15"
"Orange Is the New Black: Season 3: Mother's Day","6/20/15"
"Planet Earth: Season 1: Ocean Deep","6/2/15"
"Planet Earth: Season 1: From Pole to Pole","6/2/15"
"RoboCop","5/25/15"
"Sons of Anarchy: Season 7: Poor Little Lambs","5/11/15"
"Sons of Anarchy: Season 7: Playing with Monsters","5/11/15"
"It's Always Sunny in Philadelphia: Season 5: The Gang Hits the Road","5/11/15"
"It's Always Sunny in Philadelphia: Season 5: The Gang Exploits the Mortgage Crisis","5/11/15"
"Sons of Anarchy: Season 7: Toil and Till","5/7/15"
"Bob's Burgers: Season 3: Ear-Sy Rider","5/5/15"
"Derek: Season 1: Pilot","5/5/15"
"Louie: Season 4: Pamela: Part 3","5/1/15"
"Louie: Season 4: Pamela: Part 2","5/1/15"
"Louie: Season 4: In the Woods: Part 2","5/1/15"
"Louie: Season 4: In the Woods: Part 1","5/1/15"
"Louie: Season 4: Pamela: Part 1","5/1/15"
"Louie: Season 4: Elevator: Part 6","5/1/15"
"Louie: Season 4: Elevator: Part 5","5/1/15"
"Louie: Season 4: Elevator: Part 4","5/1/15"
"Louie: Season 4: Elevator: Part 3","5/1/15"
"Louie: Season 4: Elevator: Part 2","5/1/15"
"Louie: Season 4: Elevator: Part 1","5/1/15"
"Louie: Season 4: So Did the Fat Lady","5/1/15"
"Louie: Season 4: Model","5/1/15"
"Louie: Season 4: Back","4/30/15"
"Louie: Season 3: New Year's Eve","4/30/15"
"Louie: Season 3: Late Show, Part 3","4/30/15"
"Louie: Season 3: Late Show, Part 2","4/30/15"
"Louie: Season 3: Late Show, Part 1","4/30/15"
"Louie: Season 3: Dad","4/30/15"
"Louie: Season 3: Looking for Liz / Lilly Changes","4/30/15"
"Louie: Season 3: Something Is Wrong","4/30/15"
"Louie: Season 3: Ikea / Piano Lesson","4/30/15"
"Louie: Season 3: Barney / Never","4/30/15"
"Louie: Season 3: Daddy's Girlfriend, Part 2","4/30/15"
"Louie: Season 3: Daddy's Girlfriend, Part 1","4/30/15"
"Louie: Season 3: Miami","4/30/15"
"Louie: Season 3: Telling Jokes / Set-up","4/30/15"
"Louie: Season 2: New Jersey / Airport","4/30/15"
"Louie: Season 2: Niece","4/30/15"
"Louie: Season 2: Duckling: Part 2","4/29/15"
"Louie: Season 2: Duckling: Part 1","4/29/15"
"Louie: Season 2: Halloween / Ellie","4/29/15"
"Louie: Season 2: Eddie","4/29/15"
"Louie: Season 2: Come On, God","4/29/15"
"Louie: Season 2: Oh Louie / Tickets","4/29/15"
"Louie: Season 2: Subway / Pamela","4/29/15"
"Louie: Season 2: Country Drive","4/29/15"
"Louie: Season 2: Joan","4/29/15"
"Louie: Season 2: Moving","4/29/15"
"Louie: Season 2: Bummer / Blueberries","4/29/15"
"Louie: Season 1: Night Out","4/29/15"
"Louie: Season 1: Gym","4/29/15"
"Louie: Season 1: God","4/28/15"
"Louie: Season 1: Dentist/Tarese","4/28/15"
"Louie: Season 1: Bully","4/28/15"
"Louie: Season 1: Heckler/Cop Movie","4/28/15"
"Louie: Season 1: Travel Day/South","4/28/15"
"Louie: Season 1: So Old/Playdate","4/28/15"
"Marco Polo: Season 1: The Wolf and the Deer","4/23/15"
"TURN: Washington's Spies: Season 1: Pilot","4/20/15"
"TURN: Washington's Spies: Season 1: Who By Fire","4/20/15"
"Bloodline (Trailer)","4/18/15"
"The Honorable Woman: Season 1: The Paring Knife","4/17/15"
"The Honorable Woman: Season 1: The Hollow Wall","4/17/15"
"The Honorable Woman: Season 1: The Mother Line","4/17/15"
"The Honorable Woman: Season 1: Two Hearts","4/17/15"
"The Honorable Woman: Season 1: The Ribbon Cutter","4/17/15"
"The Honorable Woman: Season 1: The Killing Call","4/17/15"
"The Honorable Woman: Season 1: The Unfaithful Husband","4/17/15"
"The Honorable Woman: Season 1: The Empty Chair","4/17/15"
"Californication: Season 7: Dinner with Friends","4/17/15"
"Californication: Season 7: Faith, Hope, Love","4/16/15"
"Californication: Season 7: 30 Minutes or Less","4/16/15"
"Californication: Season 7: Smile","4/16/15"
"Californication: Season 7: Kickoff","4/16/15"
"Californication: Season 7: Getting the Poison Out","4/16/15"
"Californication: Season 7: Dicks","4/16/15"
"Orange Is the New Black: Season 2: We Have Manners. We're Polite.","4/15/15"
"Orange Is the New Black: Season 2: It Was the Change","4/15/15"
"Orange Is the New Black: Season 2: Take a Break From Your Values","4/15/15"
"Orange Is the New Black: Season 2: Little Mustachioed Sh*t","4/15/15"
"Orange Is the New Black: Season 2: 40 Oz. of Furlough","4/15/15"
"Orange Is the New Black: Season 2: Appropriately Sized Pots","4/15/15"
"Orange Is the New Black: Season 2: Comic Sans","4/15/15"
"Orange Is the New Black: Season 2: You Also Have a Pizza","4/15/15"
"Orange Is the New Black: Season 2: Low Self Esteem City","4/15/15"
"Orange Is the New Black: Season 2: A Whole Other Hole","4/15/15"
"Orange Is the New Black: Season 2: Hugs Can Be Deceiving","4/15/15"
"Orange Is the New Black: Season 2: Looks Blue, Tastes Red","4/15/15"
"Orange Is the New Black: Season 2: Thirsty Bird","4/15/15"
"Orange Is the New Black: Season 1 (Recap)","4/15/15"
"Marco Polo: Season 1: The Wayfarer","4/12/15"
"House of Cards: Season 3: Chapter 39","4/12/15"
"House of Cards: Season 3: Chapter 38","4/12/15"
"House of Cards: Season 3: Chapter 37","4/12/15"
"House of Cards: Season 3: Chapter 36","4/12/15"
"House of Cards: Season 3: Chapter 35","4/5/15"
"Californication: Season 7: Julia","4/3/15"
"Californication: Season 7: Levon","4/3/15"
"House of Cards: Season 2 (Recap)","4/1/15"
"Ripper Street: Series 1: What Use Our Work","3/31/14"
"Ripper Street: Series 1: A Man of My Company","3/31/14"
"Ripper Street: Series 1: Tournament of Shadows","3/30/14"
"Ripper Street: Series 1: The Weight of One Man's Heart","3/30/14"
"Rake: Season 2: R v Green","3/27/14"
"Rake: Season 2: Green v Hole","3/27/14"
"Rake: Season 2: R v Alford","3/27/14"
"Rake: Season 2: R v Turner","3/26/14"
"Rake: Season 2: R v Floyd","3/26/14"
"Rake: Season 2: R v Woolridge & Anor","3/26/14"
"Rake: Season 2: R v Fenton","3/26/14"
"How to Lose Friends & Alienate People","3/25/14"
"Hot Rod","3/25/14"
"Tiny Furniture","3/25/14"
"The United States of Leland","3/23/14"
"The Station Agent","3/21/14"
"A Young Doctor's Notebook and Other Stories: Series 1: Episode 4","3/21/14"
"A Young Doctor's Notebook and Other Stories: Series 1: Episode 3","3/21/14"
"A Young Doctor's Notebook and Other Stories: Series 1: Episode 2","3/21/14"
"A Young Doctor's Notebook and Other Stories: Series 1: Episode 1","3/21/14"
"Dirty Wars","3/19/14"
"What's Eating Gilbert Grape","3/19/14"
"Extract","3/19/14"
"Butter","3/18/14"
"Psych: Season 6: Santabarbaratown","3/12/14"
"Burn Notice: Season 3: Signals and Codes","3/12/14"
"Burn Notice: Season 3: Fearless Leader","3/12/14"
"Burn Notice: Season 3: End Run","3/12/14"
"Burn Notice: Season 3: Question and Answer","3/12/14"
"Burn Notice: Season 3: Friends and Family","3/12/14"
"Burn Notice: Season 2: Lesser Evil","3/12/14"
"Burn Notice: Season 2: Sins of Omission","3/12/14"
"Burn Notice: Season 2: Truth and Reconciliation","3/12/14"
"Burn Notice: Season 2: Bad Breaks","3/12/14"
"Burn Notice: Season 2: Seek and Destroy","3/12/14"
"Burn Notice: Season 2: Hot Spot","3/12/14"
"Burn Notice: Season 2: Do No Harm","3/12/14"
"Burn Notice: Season 2: Good Soldier","3/12/14"
"Burn Notice: Season 2: Double Booked","3/12/14"
"Burn Notice: Season 2: Rough Seas","3/12/14"
"Burn Notice: Season 2: Bad Blood","3/11/14"
"Burn Notice: Season 2: Scatter Point","3/11/14"
"Burn Notice: Season 2: Comrades","3/11/14"
"Burn Notice: Season 2: Trust Me","3/11/14"
"Burn Notice: Season 2: Turn and Burn","3/11/14"
"Burn Notice: Season 2: Breaking and Entering","3/11/14"
"Burn Notice: Season 1: Loose Ends: Part 2","3/11/14"
"Burn Notice: Season 1: Loose Ends: Part 1","3/11/14"
"Burn Notice: Season 1: False Flag","3/11/14"
"Burn Notice: Season 1: Hard Bargain","3/11/14"
"Burn Notice: Season 1: Wanted Man","3/11/14"
"Burn Notice: Season 1: Broken Rules","3/11/14"
"Burn Notice: Season 1: Unpaid Debts","3/11/14"
"Burn Notice: Season 1: Family Business","3/11/14"
"Burn Notice: Season 1: Old Friends","3/11/14"
"Burn Notice: Season 1: Fight or Flight","3/11/14"
"Burn Notice: Season 1: Identity","3/11/14"
"Burn Notice: Season 1: Pilot","3/10/14"
"Burn Notice: Season 7: Reckoning","3/4/14"
"Burn Notice: Season 7: Sea Change","3/4/14"
"Burn Notice: Season 7: Bitter Pill","3/4/14"
"Burn Notice: Season 7: Nature of the Beast","3/4/14"
"Chuck: Season 5: Chuck Versus the Goodbye","3/3/14"
"Chuck: Season 5: Chuck Versus Sarah","3/3/14"
"Chuck: Season 5: Chuck Versus the Bullet Train","3/3/14"
"Chuck: Season 5: Chuck Versus Bo","3/3/14"
"Chuck: Season 5: Chuck Versus the Kept Man","3/2/14"
"Chuck: Season 5: Chuck Versus the Baby","3/2/14"
"Chuck: Season 5: Chuck Versus the Santa Suit","3/2/14"
"Chuck: Season 5: Chuck Versus the Curse","3/2/14"
"Chuck: Season 5: Chuck Versus the Hack Off","3/2/14"
"Chuck: Season 5: Chuck Versus the Business Trip","3/2/14"
"Chuck: Season 5: Chuck Versus the Frosted Tips","3/2/14"
"Chuck: Season 5: Chuck Versus the Bearded Bandit","3/1/14"
"Chuck: Season 5: Chuck Versus the Zoom","3/1/14"
"Chuck: Season 4: Chuck Versus the Cliffhanger","3/1/14"
"Chuck: Season 4: Chuck Versus the Last Details","3/1/14"
"Chuck: Season 4: Chuck Versus Agent X","3/1/14"
"Chuck: Season 4: Chuck Versus the Wedding Planner","3/1/14"
"Chuck: Season 4: Chuck Versus the Family Volkoff","3/1/14"
"Chuck: Season 4: Chuck Versus the Muuurder","3/1/14"
"Chuck: Season 4: Chuck Versus the A-Team","3/1/14"
"Chuck: Season 4: Chuck Versus the First Bank of Evil","3/1/14"
"Chuck: Season 4: Chuck Versus the Masquerade","3/1/14"
"Chuck: Season 4: Chuck Versus the Cat Squad","3/1/14"
"Chuck: Season 4: Chuck Versus the Seduction Impossible","2/28/14"
"Chuck: Season 4: Chuck Versus the Push Mix","2/28/14"
"Chuck: Season 4: Chuck Versus the Gobbler","2/28/14"
"Chuck: Season 4: Chuck Versus the Balcony","2/28/14"
"Chuck: Season 4: Chuck Versus the Leftovers","2/28/14"
"Chuck: Season 4: Chuck Versus Phase Three","2/28/14"
"Chuck: Season 4: Chuck Versus the Fear of Death","2/28/14"
"Chuck: Season 4: Chuck Versus the First Fight","2/28/14"
"Chuck: Season 4: Chuck Versus the Aisle of Terror","2/28/14"
"Chuck: Season 4: Chuck Versus the Couch Lock","2/28/14"
"Chuck: Season 4: Chuck Versus the Coup d'Etat","2/28/14"
"Chuck: Season 4: Chuck Versus the Cubic Z","2/28/14"
"Chuck: Season 4: Chuck Versus the Suitcase","2/28/14"
"Chuck: Season 4: Chuck Versus the Anniversary","2/28/14"
"Chuck: Season 3: Chuck Versus the Ring: Part II","2/28/14"
"Chuck: Season 3: Chuck Versus the Subway","2/28/14"
"Chuck: Season 3: Chuck Versus the Living Dead","2/28/14"
"Chuck: Season 3: Chuck Versus the Tooth","2/28/14"
"Chuck: Season 3: Chuck Versus the Role Models","2/28/14"
"Chuck: Season 3: Chuck Versus the Honeymooners","2/28/14"
"Chuck: Season 3: Chuck Versus the Other Guy","2/28/14"
"Chuck: Season 3: Chuck Versus the American Hero","2/28/14"
"Chuck: Season 3: Chuck Versus the Final Exam","2/27/14"
"Chuck: Season 3: Chuck Versus the Tic Tac","2/27/14"
"Chuck: Season 3: Chuck Versus the Beard","2/27/14"
"Chuck: Season 3: Chuck Versus the Fake Name","2/27/14"
"Chuck: Season 3: Chuck Versus the Mask","2/27/14"
"Chuck: Season 3: Chuck Versus the Nacho Sampler","2/27/14"
"Chuck: Season 3: Chuck Versus First Class","2/27/14"
"Chuck: Season 3: Chuck Versus Operation Awesome","2/27/14"
"Chuck: Season 3: Chuck Versus the Angel de la Muerte","2/27/14"
"Chuck: Season 3: Chuck Versus the Three Words","2/27/14"
"Chuck: Season 3: Chuck Versus the Pink Slip","2/27/14"
"Chuck: Season 2: Chuck Versus the Ring","2/27/14"
"Chuck: Season 1: Chuck Versus the Nemesis","2/27/14"
"Chuck: Season 1: Chuck Versus the Imported Hard Salami","2/25/14"
"Chuck: Season 1: Chuck Versus the Truth","2/25/14"
"Chuck: Season 1: Chuck versus the Alma Mater","2/25/14"
"Chuck: Season 1: Chuck Versus the Sandworm","2/25/14"
"Chuck: Season 1: Chuck Versus the Sizzling Shrimp","2/25/14"
"Chuck: Season 1: Chuck Versus the Wookiee","2/25/14"
"Chuck: Season 1: Chuck Versus the Tango","2/25/14"
"Chuck: Season 1: Chuck Versus the Helicopter","2/25/14"
"Chuck: Season 1: Pilot","2/25/14"
"Psych: Season 6: True Grits","2/24/14"
"Psych: Season 6: Autopsy Turvy","2/24/14"
"Psych: Season 6: Let's Doo-Wop It Again","2/24/14"
"Psych: Season 6: Shawn and the Real Girl","2/23/14"
"Psych: Season 6: Heeeeee's Lassie - Extended Version","2/23/14"
"Psych: Season 6: Indiana Shawn And The Temple Of The Kinda Crappy, Rusty Old Dagger - Extended Version","2/23/14"
"Psych: Season 6: Neil Simon's Lover's Retreat","2/23/14"
"Psych: Season 6: The Tao of Gus","2/23/14"
"Psych: Season 6: In For a Penny..","2/23/14"
"Psych: Season 6: Shawn Interrupted","2/23/14"
"Psych: Season 6: Dead Man's Curveball","2/23/14"
"Psych: Season 6: The Amazing Psych-Man and Tap-Man Issue #2","2/23/14"
"Psych: Season 6: This Episode Sucks","2/23/14"
"Psych: Season 6: Last Night Gus","2/23/14"
"Psych: Season 6: Shawn Rescues Darth Vader","2/23/14"
"Psych: Season 1: Pilot","2/23/14"
"Weeds: Season 1: The Punishment Light","2/22/14"
"Weeds: Season 1: Higher Education","2/22/14"
"Weeds: Season 1: Dead in the Nethers","2/22/14"
"Double Whammy","2/22/14"
"Lost in Translation","2/21/14"
"Punch-Drunk Love","2/21/14"
"Weeds: Season 1: Lude Awakening","2/21/14"
"Weeds: Season 1: Fashion of the Christ","2/21/14"
"Weeds: Season 1: Good Sh*t Lollipop","2/21/14"
"Weeds: Season 1: Free Goat","2/21/14"
"Weeds: Season 1: You Can't Miss the Bear","2/21/14"
"Louie: Season 1: Pilot","2/21/14"
"The House of Cards Trilogy (BBC): House of Cards: Episode 1","2/21/14"
"Burn Notice: Season 7: Psychological Warfare","2/20/14"
"Burn Notice: Season 7: All or Nothing","2/20/14"
"Planes, Trains and Automobiles","2/19/14"
"Mike Birbiglia: My Girlfriend's Boyfriend","2/19/14"
"Lewis Black: In God We Rust","2/17/14"
"Louis C.K.: Live at the Beacon Theater","2/17/14"
"Jim Gaffigan: Mr. Universe","2/17/14"
"Factotum","2/16/14"
"Zoolander","2/15/14"
"House of Cards: Season 2: Chapter 18","2/14/14"
"House of Cards: Season 2: Chapter 17","2/14/14"
"House of Cards: Season 2: Chapter 16","2/14/14"
"House of Cards: Season 2: Chapter 15","2/14/14"
"House of Cards: Season 2: Chapter 14","2/14/14"
"House of Cards: Season 1: Chapter 13","2/14/14"
"Crocodile Dundee II","2/13/14"
"The Road","2/12/14"
"The Tudors: Season 4: Death of a Monarchy","2/12/14"
"The Tudors: Season 4: Secrets of the Heart","2/12/14"
"The Tudors: Season 4: As It Should Be","2/11/14"
"The Tudors: Season 4: Sixth and the Final Wife","2/11/14"
"The Tudors: Season 4: You Have My Permission","2/11/14"
"The Tudors: Season 4: Bottom of the Pot","2/11/14"
"The Tudors: Season 4: Natural Ally","2/11/14"
"The Tudors: Season 4: Something for You","2/10/14"
"The Tudors: Season 4: Sister","2/10/14"
"Orange Is the New Black: Season 1: F*cksgiving","2/10/14"
"Orange Is the New Black: Season 1: Moscow Mule","2/9/14"
"Orange Is the New Black: Season 1: Blood Donut","2/9/14"
"Orange Is the New Black: Season 1: WAC Pack","2/9/14"
"Orange Is the New Black: Season 1: The Chickening","2/9/14"
"Orange Is the New Black: Season 1: Imaginary Enemies","2/9/14"
"Orange Is the New Black: Season 1: Lesbian Request Denied","2/9/14"
"The Tudors: Season 4: Moment of Nostalgia","2/9/14"
"Orange Is the New Black: Season 1: Tit Punch","2/9/14"
"Orange Is the New Black: Season 1: I Wasn't Ready","2/9/14"
"The Tudors: Season 3: The Undoing of Cromwell","2/9/14"
"The Garfield Show: Season 1: Bone Diggers / The Robot","2/8/14"
"The Garfield Show: Season 1: Orange and Black / Freaky Monday","2/8/14"
"The Garfield Show: Season 1: Pasta Wars / Mother Garfield","2/8/14"
"MythBusters: Collection 2: Diet Coke and Mentos","2/8/14"
"MythBusters: Collection 2: Earthquake Machine","2/8/14"
"MythBusters: Collection 2: Deadly Straw","2/8/14"
"MythBusters: Collection 2: Crimes and Myth-demeanors","2/8/14"
"MythBusters: Collection 2: Killer Whirlpool","2/8/14"
"MythBusters: Collection 2: Bullets Fired Up","2/8/14"
"MythBusters: Collection 2: Helium Football","2/8/14"
"The Tudors: Season 3: Protestant Anne of Cleves","2/8/14"
"MythBusters: Collection 1: MythBusters: Revealed","2/8/14"
"MythBusters: Collection 1: Shop 'til You Drop","2/8/14"
"The Tudors: Season 3: Search for a New Queen","2/8/14"
"MythBusters: Collection 1: Son of a Gun","2/8/14"
"The Tudors: Season 3: Problems in the Reformation","2/8/14"
"The Tudors: Season 3: The Death of a Queen","2/8/14"
"The Tudors: Season 3: Dissension and Punishment","2/8/14"
"The Tudors: Season 3: The Northern Uprising","2/8/14"
"Hercules","2/7/14"
"The Tudors: Season 3: Civil Unrest","2/7/14"
"The Tudors: Season 2: Destiny and Fortune","2/7/14"
"The Tudors: Season 2: The Act of Treason","2/7/14"
"The Tudors: Season 2: Lady in Waiting","2/7/14"
"The Tudors: Season 2: Matters of State","2/7/14"
"The Tudors: Season 2: The Definition of Love","2/7/14"
"The Tudors: Season 2: His Majesty's Pleasure","2/7/14"
"The Tudors: Season 2: The Act of Succession","2/6/14"
"The Tudors: Season 2: Checkmate","2/6/14"
"The Tudors: Season 2: Tears of Blood","2/6/14"
"The Tudors: Season 2: Everything Is Beautiful","2/6/14"
"The Tudors: Season 1: The Death of Wolsey","2/5/14"
"The Tudors: Season 1: Look to God First","2/5/14"
"The Tudors: Season 1: Truth and Justice","2/5/14"
"The Tudors: Season 1: Message to the Emperor","2/5/14"
"The Tudors: Season 1: True Love","2/5/14"
"The Tudors: Season 1: Arise, My Lord","2/5/14"
"The Tudors: Season 1: His Majesty, the King","2/4/14"
"The Tudors: Season 1: Wolsey, Wolsey, Wolsey!","2/4/14"
"The Tudors: Season 1: Simply Henry","2/3/14"
"The Tudors: Season 1: In Cold Blood","2/3/14"
"Daniel Tosh: Completely Serious","2/3/14"
"48 Hrs.","2/3/14"
"Prince Avalanche","2/2/14"
"Aziz Ansari: Dangerously Delicious","1/30/14"
"Goats","1/30/14"
"Novocaine","1/30/14"
"Duplex","1/30/14"
"Aziz Ansari: Buried Alive","1/29/14"
"Fargo","1/27/14"
"The Joneses","1/23/14"
"Spaceballs","1/23/14"
"The Paperboy","1/23/14"
"Parks and Recreation: Season 1: Pilot","1/23/14"
"Only God Forgives","1/23/14"
"Kevin Hart: Let Me Explain","1/23/14"
"Clay Pigeons","1/22/14"
"Fastest","1/17/14"
"Jack Reacher","1/13/14"
"The Ninth Gate","1/11/14"
"Superstar","1/4/14"
"I Give It a Year","1/2/14"
"Gigli","1/1/14"
"Stand Up Guys","1/1/14"
"Senna","12/31/13"
"Blue Valentine","12/29/13"
"Manhattan","12/25/13"
"Redemption","12/25/13"
"Flight","12/25/13"
"The English Teacher","12/25/13"
"The Brass Teapot","12/23/13"
"Miller's Crossing","12/23/13"
"Lock, Stock and Two Smoking Barrels","12/22/13"
"After Porn Ends","12/22/13"
"Sidewalls","12/17/13"
"Lovelace","12/17/13"
"Oldboy","12/17/13"
"The Switch","12/13/13"
"As Good as It Gets","11/3/13"
"Scandal: Season 2: White Hat's Back On","10/31/13"
"Scandal: Season 2: A Woman Scorned","10/31/13"
"Scandal: Season 2: Any Questions?","10/31/13"
"Scandal: Season 2: Seven Fifty-Two","10/30/13"
"Scandal: Season 2: Molly, You in Danger, Girl","10/30/13"
"Scandal: Season 2: Snake in the Garden","10/29/13"
"Scandal: Season 2: Top of the Hour","10/29/13"
"Scandal: Season 2: Boom Goes the Dynamite","10/29/13"
"Scandal: Season 2: Whiskey Tango Foxtrot","10/29/13"
"Scandal: Season 2: Nobody Likes Babies","10/29/13"
"Scandal: Season 2: Truth or Consequences","10/29/13"
